shangpai_date,url,price,title,address,price_new,xingshi
2013-04,https://www.guazi.com/wh/213ca8a6241c2edfx.htm,¥5.90            ,奔腾B90 2012款 2.0L 自动舒适型,武汉,"
                            新车指导价16.30万(含税)
                    ",8.58万公里
2014-05,https://www.guazi.com/wh/f6203d6f9b1c4ea8x.htm,¥4.35            ,雪佛兰赛欧 2013款 三厢 1.4L 手动优逸幸福版,武汉,"
                            新车指导价7.60万(含税)
                    ",1.2万公里
2011-11,https://www.guazi.com/wh/2079b265da7db286x.htm,¥2.00            ,东风风神H30 2011款 1.6L 手动尊雅型,武汉,"
                            新车指导价8.20万(含税)
                    ",8.8万公里
2014-10,https://www.guazi.com/wh/02b39f54129e14f3x.htm,¥7.40            ,奔腾X80 2015款 2.0L 自动舒适周年纪念型,武汉,"
                            新车指导价14.30万(含税)
                    ",3.69万公里
2015-01,https://www.guazi.com/wh/5aa43a21a9fb19f5x.htm,¥8.00            ,哈弗H6 2014款 运动版 1.5T 手动两驱精英型,武汉,"
                            新车指导价14.00万(含税)
                    ",2.3万公里
2012-06,https://www.guazi.com/wh/ab0a96121108cea4x.htm,¥4.45            ,雪铁龙世嘉 2012款 三厢 1.6L 手动品尚型,武汉,"
                            新车指导价11.60万(含税)
                    ",7.47万公里
2015-06,https://www.guazi.com/wh/ff11aba0e8cf5eb6x.htm,¥6.40            ,雪佛兰科鲁兹 2015款 1.5L 经典 SL MT,武汉,"
                            新车指导价9.80万(含税)
                    ",2.56万公里
2010-08,https://www.guazi.com/wh/ba7cf6f47280f5b0x.htm,¥7.90            ,别克君威 2009款 2.4L 精英版,武汉,"
                            新车指导价24.50万(含税)
                    ",4.36万公里
2012-10,https://www.guazi.com/wh/6abd6659fe2f3977x.htm,¥9.00            ,现代索纳塔八 2011款 2.0L 自动时尚版,武汉,"
                            新车指导价18.10万(含税)
                    ",10.78万公里
2011-01,https://www.guazi.com/wh/9aaf912ea1bf624bx.htm,¥27.00            ,宝马5系 2011款 535i 领先运动型(进口),武汉,"
                            新车指导价73.60万(含税)
                    ",13.61万公里
2016-06,https://www.guazi.com/wh/b80b3e802f90476ex.htm,¥3.00            ,铃木奥拓 2013款 改款 1.0L 手动舒适型,武汉,"
                            新车指导价5.00万(含税)
                    ",0.5万公里
2017-05,https://www.guazi.com/wh/498ec2ecab475ffcx.htm,¥4.50            ,五菱宏光 2015款 1.5L S基本型,武汉,"
                            新车指导价5.00万(含税)
                    ",0.38万公里
2015-04,https://www.guazi.com/wh/df8bf798cee6d9ebx.htm,¥65.00            ,宝马X5 2014款 xDrive35i 领先型(进口),武汉,"
                            新车指导价99.60万(含税)
                    ",2.34万公里
2015-02,https://www.guazi.com/wh/b45e51ba9743b1f1x.htm,¥37.60            ,丰田普拉多 2014款 2.7L 自动豪华版(进口),武汉,"
                            新车指导价53.10万(含税)
                    ",6.59万公里
2012-12,https://www.guazi.com/wh/5ffd71a2b2816e2ex.htm,¥25.00            ,奥迪TT 2013款 TT Coupe 45 TFSI quattro(进口),武汉,"
                            新车指导价59.30万(含税)
                    ",7.6万公里
2016-09,https://www.guazi.com/wh/aea4c90fdacbee24x.htm,¥17.00            ,宝马2系旅行车 2016款 218i 时尚型,武汉,"
                            新车指导价25.70万(含税)
                    ",2.27万公里
2017-04,https://www.guazi.com/wh/3c97f80897c2792dx.htm,¥18.80            ,本田思铂睿 2015款 2.4L 尊贵版,武汉,"
                            新车指导价24.90万(含税)
                    ",1.6万公里
2017-08,https://www.guazi.com/wh/3463ffe545b941b2x.htm,¥22.50            ,别克昂科威 2017款 20T 两驱豪华型,武汉,"
                            新车指导价26.70万(含税)
                    ",0.13万公里
2012-10,https://www.guazi.com/wh/33eef18bfe3a032cx.htm,¥65.00            ,保时捷Panamera 2013款 Panamera Platinum Edition 3.6L,武汉,"
                            新车指导价130.60万(含税)
                    ",2.6万公里
2014-08,https://www.guazi.com/wh/d3ba976fafe5ffaax.htm,¥6.98            ,起亚K3 2013款 1.6L 自动GL,武汉,"
                            新车指导价12.20万(含税)
                    ",7.05万公里
2013-11,https://www.guazi.com/wh/597f3edf28fb1533x.htm,¥22.50            ,沃尔沃XC60 2014款 2.0T T5 智逸版(进口),武汉,"
                            新车指导价45.00万(含税)
                    ",5.38万公里
2016-09,https://www.guazi.com/wh/c90c66ef9ec040b9x.htm,¥11.13            ,本田缤智 2015款 1.5L CVT两驱舒适型,武汉,"
                            新车指导价14.80万(含税)
                    ",1.95万公里
2013-04,https://www.guazi.com/wh/96b915ff30ba41d6x.htm,¥6.50            ,菲亚特菲翔 2012款 1.4T 自动尊享版,黄冈,"
                            新车指导价17.20万(含税)
                    ",3.7万公里
2013-07,https://www.guazi.com/wh/bb66fc8ab9e3c294x.htm,¥5.50            ,雪佛兰科鲁兹 2013款 1.6L SE MT,武汉,"
                            新车指导价13.00万(含税)
                    ",1.96万公里
2014-08,https://www.guazi.com/wh/29e20a17e603d38ax.htm,¥5.30            ,雪铁龙世嘉 2014款 VTS版 1.6L 手动品尚型,武汉,"
                            新车指导价12.40万(含税)
                    ",8.9万公里
2009-11,https://www.guazi.com/wh/65cbf3f5ba71487bx.htm,¥3.30            ,标致307 2010款 三厢 1.6L 自动舒适版,武汉,"
                            新车指导价11.50万(含税)
                    ",5.3万公里
2015-11,https://www.guazi.com/wh/cdb8d6a1f5b77278x.htm,¥6.20            ,雪铁龙世嘉 2016款 经典 三厢 1.6L 手动品尚型,武汉,"
                            新车指导价10.40万(含税)
                    ",2.42万公里
2014-08,https://www.guazi.com/wh/44ea894cfe461154x.htm,¥5.90            ,菲亚特菲翔 2012款 1.4T 手动悦享版,武汉,"
                            新车指导价11.80万(含税)
                    ",4.57万公里
2013-11,https://www.guazi.com/wh/41ad2b30d965a040x.htm,¥6.80            ,福特福克斯 2012款 三厢 1.6L 手动风尚型,武汉,"
                            新车指导价14.40万(含税)
                    ",3.4万公里
2014-07,https://www.guazi.com/wh/3eddf1065d7c8b72x.htm,¥5.50            ,大众桑塔纳 2013款 1.6L 手动舒适版,武汉,"
                            新车指导价11.30万(含税)
                    ",2.3万公里
2015-02,https://www.guazi.com/wh/67255eb982b67e14x.htm,¥7.60            ,哈弗H6 2015款 升级版 1.5T 手动两驱都市型,武汉,"
                            新车指导价10.80万(含税)
                    ",1.91万公里
2013-03,https://www.guazi.com/wh/c83363090634bee2x.htm,¥7.40            ,标致408 2013款 2.0L 自动舒适版,武汉,"
                            新车指导价15.60万(含税)
                    ",2.4万公里
2015-11,https://www.guazi.com/wh/08b3094bbef9b400x.htm,¥8.90            ,现代朗动 2015款 1.6L 自动尊贵型,武汉,"
                            新车指导价14.60万(含税)
                    ",2.9万公里
2015-05,https://www.guazi.com/wh/13a233364fc9b485x.htm,¥8.80            ,起亚K3 2015款 1.6L 自动GLS,武汉,"
                            新车指导价13.50万(含税)
                    ",2.6万公里
2016-02,https://www.guazi.com/wh/75770e531435f857x.htm,¥10.50            ,陆风X7 2015款 2.0T 全景尊贵版,武汉,"
                            新车指导价15.20万(含税)
                    ",3.9万公里
2010-03,https://www.guazi.com/wh/10acfa08e0494193x.htm,¥2.00            ,长城炫丽 2009款 CROSS 1.5VVT,武汉,"
                            新车指导价6.80万(含税)
                    ",6.35万公里
2014-07,https://www.guazi.com/wh/e277822e58b8bf29x.htm,¥4.28            ,东风风行景逸X5 2013款 1.6L 手动尊享型 国IV,武汉,"
                            新车指导价9.40万(含税)
                    ",7.96万公里
2016-01,https://www.guazi.com/wh/c7ca5ab7b9bd1e8fx.htm,¥7.50            ,标致308 2014款 乐享版 经典 1.6L 自动风尚型,武汉,"
                            新车指导价13.40万(含税)
                    ",1.42万公里
2016-01,https://www.guazi.com/wh/d938c73df4f974dfx.htm,¥7.50            ,标致308 2014款 乐享版 经典 1.6L 自动优尚型,武汉,"
                            新车指导价12.60万(含税)
                    ",1.45万公里
2015-05,https://www.guazi.com/wh/ed62b263c78108c2x.htm,¥7.68            ,众泰T600 2014款 2.0T 自动尊贵型,武汉,"
                            新车指导价13.70万(含税)
                    ",4.29万公里
2010-12,https://www.guazi.com/wh/cb979add8b86e5d3x.htm,¥1.75            ,吉利金刚 2010款 1.5L 手动无敌版,武汉,"
                            新车指导价5.30万(含税)
                    ",9.82万公里
2014-08,https://www.guazi.com/wh/91fa35d3af9d9a5ax.htm,¥17.00            ,福特翼虎 2013款 2.0L GTDi 四驱运动型,武汉,"
                            新车指导价28.50万(含税)
                    ",5.13万公里
2011-02,https://www.guazi.com/wh/7e40b22035807bb5x.htm,¥1.50            ,长安奔奔mini 2010款 1.0L 手动舒适型,武汉,"
                            新车指导价3.90万(含税)
                    ",7.8万公里
2014-07,https://www.guazi.com/wh/7edd24da46b633b3x.htm,¥19.50            ,宝马X1 2014款 sDrive18i 领先型,武汉,"
                            新车指导价34.60万(含税)
                    ",4.15万公里
2012-11,https://www.guazi.com/wh/b57ed9f19c4e07aex.htm,¥0.98            ,东风小康V29 2012款 1.4L豪华型DK13-06,武汉,"
                            新车指导价6.20万(含税)
                    ",13.5万公里
2016-04,https://www.guazi.com/wh/3c2249a26045bd55x.htm,¥10.50            ,标致408 2015款 1.2T 自动豪华版,武汉,"
                            新车指导价16.50万(含税)
                    ",4.2万公里
2015-09,https://www.guazi.com/wh/faa13aa86a8d1be1x.htm,¥11.00            ,东风风神AX7 2015款 2.3L 自动智尊型,武汉,"
                            新车指导价16.20万(含税)
                    ",4.42万公里
2015-12,https://www.guazi.com/wh/85a822a75af8d6dex.htm,¥9.00            ,东风风神AX7 2015款 2.0L 自动智悦型,武汉,"
                            新车指导价13.90万(含税)
                    ",4.5万公里
2009-10,https://www.guazi.com/wh/52e7447f19057dffx.htm,¥3.00            ,东风风神S30 2009款 1.6L 手动尊贵型,武汉,"
                            新车指导价9.10万(含税)
                    ",13.09万公里
2015-11,https://www.guazi.com/wh/38d3b13dc88890b1x.htm,¥8.28            ,雪铁龙C3-XR 2015款 1.6L 自动时尚型,武汉,"
                            新车指导价12.90万(含税)
                    ",2.52万公里
2012-06,https://www.guazi.com/wh/94cc2d5d37191d8cx.htm,¥2.48            ,东风风行菱智 2012款 乘用版 1.6L 舒适型,武汉,"
                            新车指导价7.60万(含税)
                    ",12.8万公里
2011-10,https://www.guazi.com/wh/7514ba4c9de0f9adx.htm,¥11.50            ,日产奇骏 2010款 2.5L CVT豪华版 4WD,武汉,"
                            新车指导价26.00万(含税)
                    ",6.8万公里
2014-02,https://www.guazi.com/wh/efebcbcd1c82d686x.htm,¥2.20            ,长安商用金牛星 2013款 1.2L标准型,武汉,"
                            新车指导价5.40万(含税)
                    ",6.41万公里
2016-01,https://www.guazi.com/wh/a8df26cb4e7e71ecx.htm,¥9.50            ,大众朗逸 2015款 1.6L 自动风尚版,武汉,"
                            新车指导价13.20万(含税)
                    ",1.7万公里
2016-07,https://www.guazi.com/wh/54d4acf569382c80x.htm,¥9.80            ,东风风度风度MX6 2016款 2.0L CVT两驱全能版,武汉,"
                            新车指导价14.40万(含税)
                    ",6.38万公里
2016-06,https://www.guazi.com/wh/972bc561d30cd54cx.htm,¥5.20            ,东风风神风神H30 东风风神 2016款 E30L,武汉,"
                    ",0.1万公里
2015-11,https://www.guazi.com/wh/3325179e36408643x.htm,¥9.60            ,雪铁龙C4世嘉 2016款 1.2THP 自动旗舰型,武汉,"
                            新车指导价15.40万(含税)
                    ",1.44万公里
2015-07,https://www.guazi.com/wh/045b42c385e1bf3ax.htm,¥9.80            ,别克昂科拉 2015款 1.4T 自动两驱都市精英型,武汉,"
                            新车指导价16.30万(含税)
                    ",2.1万公里
2012-11,https://www.guazi.com/wh/72a7eeebddbda9c4x.htm,¥25.00            ,福特新世代全顺 2009款 2.4T柴油豪华型长轴中顶国III,武汉,"
                    ",3.2万公里
2014-04,https://www.guazi.com/wh/2cbba81daf9037b2x.htm,¥10.00            ,大众高尔夫 2014款 1.4TSI 手动舒适型,武汉,"
                            新车指导价15.30万(含税)
                    ",4.05万公里
2016-10,https://www.guazi.com/wh/bb33b5fd34de6ab7x.htm,¥4.80            ,纳智捷锐3 2016款 1.6L 手动智享型,武汉,"
                            新车指导价7.30万(含税)
                    ",0.44万公里
2009-12,https://www.guazi.com/wh/ead1c799a89e2442x.htm,¥2.40            ,标致207 2009款 两厢 1.4L 手动驭乐版,武汉,"
                            新车指导价7.80万(含税)
                    ",8.3万公里
2015-01,https://www.guazi.com/wh/0a221626c2b9c4ffx.htm,¥1.60            ,长安商用长安之星2 2012款 1.0L基本型JL466Q9,武汉,"
                            新车指导价3.70万(含税)
                    ",5.31万公里
2010-12,https://www.guazi.com/wh/be8b6f6d35be1e53x.htm,¥1.20            ,开瑞优雅 2007款 1.2L新标准型,武汉,"
                            新车指导价4.80万(含税)
                    ",4.1万公里
2015-04,https://www.guazi.com/wh/8e08d7c70b569b7ex.htm,¥6.95            ,丰田YARiS L 致炫 2015款 1.5E 自动魅动版,武汉,"
                            新车指导价9.30万(含税)
                    ",1.27万公里
2014-03,https://www.guazi.com/wh/63aa2e5277169248x.htm,¥5.00            ,金杯海狮 海狮2013年手动2.0六座版,武汉,"
                    ",12.1万公里
2015-12,https://www.guazi.com/wh/b3040fbda55767b9x.htm,¥17.30            ,奥迪A3 2015款 Limousine 35 TFSI 百万纪念舒享型,武汉,"
                    ",1.75万公里
2010-04,https://www.guazi.com/wh/a8de54d749448c0cx.htm,¥4.50            ,别克凯越 2008款 1.6LE-AT,武汉,"
                            新车指导价12.80万(含税)
                    ",6.8万公里
2016-04,https://www.guazi.com/wh/b886aeefefcd5430x.htm,¥8.80            ,菲亚特菲翔 2015款 1.4T 自动劲享版,武汉,"
                            新车指导价14.00万(含税)
                    ",2.3万公里
2014-12,https://www.guazi.com/wh/5ac9ac4d89061643x.htm,¥7.00            ,福特福克斯 2013款 两厢经典 1.8L 自动基本型,武汉,"
                            新车指导价11.90万(含税)
                    ",3万公里
2017-02,https://www.guazi.com/wh/a9dbedc45242588ex.htm,¥11.00            ,东风风神AX5 2017款 1.4T 自动趣尊型,武汉,"
                            新车指导价14.00万(含税)
                    ",0.01万公里
2015-12,https://www.guazi.com/wh/45252c9ce3420d95x.htm,¥8.20            ,猎豹CS10 2015款 2.0T 手动风尚型,武汉,"
                            新车指导价11.50万(含税)
                    ",2.07万公里
2010-04,https://www.guazi.com/wh/3013da3408f604bdx.htm,¥1.20            ,长安商用长安之星2 2009款 1.0L-SC6399E 基本型,武汉,"
                            新车指导价4.30万(含税)
                    ",5.5万公里
2016-08,https://www.guazi.com/wh/9ede6b9dd2c34390x.htm,¥7.60            ,比亚迪宋 2016款 1.5TI 手动豪华型,武汉,"
                            新车指导价11.60万(含税)
                    ",2.54万公里
2014-05,https://www.guazi.com/wh/7633667c9b90dc4fx.htm,¥16.00            ,Jeep自由客 2014款 2.4L 运动版(进口),武汉,"
                            新车指导价26.70万(含税)
                    ",4.19万公里
2013-04,https://www.guazi.com/wh/c82e93718c37004bx.htm,¥10.60            ,雪佛兰迈锐宝 2013款 1.6T 自动豪华版,武汉,"
                            新车指导价23.10万(含税)
                    ",7.14万公里
2015-09,https://www.guazi.com/wh/e2dc2bf59b64821bx.htm,¥12.00            ,三菱劲炫ASX 2015款 2.0L CVT两驱精英版,武汉,"
                            新车指导价18.30万(含税)
                    ",1.3万公里
2015-12,https://www.guazi.com/wh/fe6068bef9f2f3fbx.htm,¥9.50            ,雪佛兰科鲁兹 2016款 1.5L 自动豪华版,武汉,"
                            新车指导价15.00万(含税)
                    ",2.83万公里
2016-08,https://www.guazi.com/wh/e0bdbac030b12a6dx.htm,¥14.80            ,现代途胜 2015款 1.6T 双离合两驱领先型,武汉,"
                            新车指导价21.40万(含税)
                    ",1.4万公里
2016-03,https://www.guazi.com/wh/800021ae166b9927x.htm,¥8.20            ,众泰T600 2016款 2.0T 自动尊贵型,武汉,"
                            新车指导价13.70万(含税)
                    ",1.96万公里
2010-04,https://www.guazi.com/wh/4a4da902cfdbfbbbx.htm,¥6.70            ,雪铁龙C5 2010款 2.3L 自动尊雅型,武汉,"
                            新车指导价21.70万(含税)
                    ",8.73万公里
2014-03,https://www.guazi.com/wh/44f5c5a0fda81117x.htm,¥11.70            ,现代ix35 2013款 2.0L 自动两驱舒适型GL 国IV,武汉,"
                            新车指导价20.00万(含税)
                    ",2.42万公里
2013-05,https://www.guazi.com/wh/0953807ddfdf76fbx.htm,¥14.80            ,大众途观 2012款 1.8TSI 自动四驱菁英版,武汉,"
                            新车指导价29.50万(含税)
                    ",7.6万公里
2011-02,https://www.guazi.com/wh/9592ae526c933181x.htm,¥4.50            ,雪佛兰景程 2011款 1.8 豪华版 MT,武汉,"
                            新车指导价15.70万(含税)
                    ",9.1万公里
2016-12,https://www.guazi.com/wh/c5daa3a4dda2ce3bx.htm,¥8.80            ,众泰T600 2016款 运动版 1.5T 手动尊享型,武汉,"
                            新车指导价11.50万(含税)
                    ",1.5万公里
2016-06,https://www.guazi.com/wh/a6210d8777aad453x.htm,¥11.50            ,别克昂科拉 2016款 18T 自动两驱都市领先型,武汉,"
                            新车指导价16.30万(含税)
                    ",0.56万公里
2012-12,https://www.guazi.com/wh/67548cad51a437b8x.htm,¥10.00            ,大众高尔夫 2012款 1.4TSI 自动舒适型,武汉,"
                            新车指导价15.70万(含税)
                    ",3.52万公里
2015-08,https://www.guazi.com/wh/bf16340a048f700bx.htm,¥5.00            ,雪佛兰赛欧 2015款 赛欧3 1.5L 手动理想天窗版,武汉,"
                            新车指导价7.40万(含税)
                    ",3.86万公里
2010-05,https://www.guazi.com/wh/524d2be350aec00fx.htm,¥7.30            ,雪铁龙C5 2010款 2.3L 自动尊贵型,武汉,"
                            新车指导价24.60万(含税)
                    ",9.65万公里
2012-09,https://www.guazi.com/wh/a3e579f3461766dcx.htm,¥11.50            ,日产天籁 2012款 2.5L XL智享版,武汉,"
                            新车指导价26.60万(含税)
                    ",9.35万公里
2016-01,https://www.guazi.com/wh/176a4e4f0bbed44ex.htm,¥8.50            ,众泰T600 2016款 2.0T 自动尊贵型,武汉,"
                            新车指导价13.70万(含税)
                    ",1.87万公里
2014-07,https://www.guazi.com/wh/45a5fdd7cc170be3x.htm,¥2.90            ,长安商用欧力威 2013款 1.4L 手动劲享型,武汉,"
                            新车指导价5.70万(含税)
                    ",5.4万公里
2014-05,https://www.guazi.com/wh/522487204df4a239x.htm,¥1.50            ,金杯海星A7 2011款 1.0L特惠版DL465Q3,武汉,"
                            新车指导价2.80万(含税)
                    ",3.43万公里
2014-09,https://www.guazi.com/wh/7eefcaf23db62722x.htm,¥23.00            ,大众CC 2013款 3.0FSI V6,武汉,"
                            新车指导价37.20万(含税)
                    ",2.5万公里
2016-01,https://www.guazi.com/wh/78d8682f73ccc867x.htm,¥18.90            ,别克君越 2013款 2.4L SIDI精英舒适型,武汉,"
                            新车指导价27.80万(含税)
                    ",3.37万公里
2014-01,https://www.guazi.com/wh/0d972c52c5e79ee3x.htm,¥15.40            ,别克君越 2013款 2.4L SIDI精英舒适型,武汉,"
                            新车指导价27.80万(含税)
                    ",6.55万公里
2014-08,https://www.guazi.com/wh/a5a9067db34e0822x.htm,¥16.00            ,别克君威 2014款 2.0T GS燃情运动版,武汉,"
                            新车指导价28.20万(含税)
                    ",3.23万公里
2014-09,https://www.guazi.com/wh/4bd6841538d354b1x.htm,¥5.70            ,奇瑞瑞虎5 2014款 2.0L 手动家悦版,武汉,"
                            新车指导价10.80万(含税)
                    ",4.4万公里
2009-10,https://www.guazi.com/wh/dd9bdf703c5b7e4cx.htm,¥0.90            ,吉利自由舰 2009款 1.3L 手动经典基本型,武汉,"
                            新车指导价4.60万(含税)
                    ",5.97万公里
2015-09,https://www.guazi.com/wh/07856696c5cebb20x.htm,¥7.80            ,福特福克斯 2015款 三厢 1.6L 自动舒适型,武汉,"
                            新车指导价13.50万(含税)
                    ",3万公里
2013-05,https://www.guazi.com/wh/8071fcc0adc0a2bax.htm,¥5.70            ,起亚秀尔 2012款 1.6L AT GL,武汉,"
                            新车指导价12.50万(含税)
                    ",5.06万公里
2015-10,https://www.guazi.com/wh/5412753bde0d9dabx.htm,¥15.50            ,日产奇骏 2015款 2.0L CVT舒适MAX版 2WD,武汉,"
                            新车指导价22.00万(含税)
                    ",1.78万公里
2016-03,https://www.guazi.com/wh/9adda6b6d6cfc9d8x.htm,¥3.18            ,长安商用欧诺 2014款 1.5L基本型,武汉,"
                            新车指导价4.20万(含税)
                    ",2.6万公里
2013-10,https://www.guazi.com/wh/bc4a6fa80528b002x.htm,¥2.70            ,五菱宏光 2010款 1.2L 基本型,武汉,"
                            新车指导价5.20万(含税)
                    ",7.26万公里
2013-01,https://www.guazi.com/wh/0d449cb2eee43eb4x.htm,¥4.60            ,哈弗H5 2012款 欧风版 2.0L 两驱精英型,武汉,"
                            新车指导价10.80万(含税)
                    ",8.1万公里
2014-04,https://www.guazi.com/wh/e5d882dd54058b2cx.htm,¥12.50            ,福特翼虎 2013款 1.6L GTDi 两驱舒适型,武汉,"
                            新车指导价21.00万(含税)
                    ",5.1万公里
2016-04,https://www.guazi.com/wh/8b2f4988641df55ax.htm,¥9.50            ,现代朗动 2015款 1.6L 自动领先型,武汉,"
                            新车指导价13.90万(含税)
                    ",1.1万公里
2015-04,https://www.guazi.com/wh/a9f3cc3234fbbb48x.htm,¥6.20            ,江淮瑞风S3 2014款 1.5L CVT豪华型,武汉,"
                            新车指导价8.70万(含税)
                    ",5.44万公里
2015-07,https://www.guazi.com/wh/5d8d081137c7c3dfx.htm,¥4.80            ,长城M4 2014款 1.5L 手动豪华型,武汉,"
                            新车指导价7.50万(含税)
                    ",6.79万公里
2016-05,https://www.guazi.com/wh/99ca345f8f3a6b5bx.htm,¥5.70            ,雪铁龙爱丽舍 2016款 1.6L 手动时尚型,武汉,"
                            新车指导价9.10万(含税)
                    ",2.1万公里
2014-12,https://www.guazi.com/wh/a8d5cea2d5245f7dx.htm,¥17.00            ,沃尔沃V40 2015款 1.6T 智逸版(进口),武汉,"
                            新车指导价28.90万(含税)
                    ",2.65万公里
2012-11,https://www.guazi.com/wh/3f9eca6bb5a77e61x.htm,¥30.00            ,Jeep大切诺基 2012款 3.6L 豪华导航版(进口),武汉,"
                            新车指导价71.60万(含税)
                    ",6.74万公里
2014-11,https://www.guazi.com/wh/3251dd6e036a231ax.htm,¥2.50            ,五菱荣光 2014款 1.2L S 基本型,武汉,"
                            新车指导价4.80万(含税)
                    ",6.72万公里
2009-12,https://www.guazi.com/wh/5254133923f54256x.htm,¥2.40            ,雪铁龙爱丽舍 2010款 三厢 1.6L 手动科技型,武汉,"
                            新车指导价8.00万(含税)
                    ",7.13万公里
2012-01,https://www.guazi.com/wh/df866c13ed2fe15dx.htm,¥4.60            ,标致307 2010款 两厢 1.6L 自动舒适版,武汉,"
                            新车指导价11.50万(含税)
                    ",5.93万公里
2013-02,https://www.guazi.com/wh/cd33d0f2c08c7c4ex.htm,¥14.98            ,现代全新胜达 2013款 2.0T 自动四驱尊贵型,武汉,"
                            新车指导价32.20万(含税)
                    ",14.8万公里
2016-01,https://www.guazi.com/wh/5720acd95891021ex.htm,¥8.00            ,雪佛兰科鲁兹 2015款 1.5L 经典 SE AT,武汉,"
                            新车指导价11.90万(含税)
                    ",2.3万公里
2014-05,https://www.guazi.com/wh/7726b658ea45e96fx.htm,¥14.70            ,大众高尔夫 2011款 1.4TSI Cross Golf(进口),武汉,"
                            新车指导价30.80万(含税)
                    ",2.78万公里
2016-06,https://www.guazi.com/wh/56f84327930dbfbex.htm,¥10.50            ,哈弗H6 Coupe 2015款 蓝标 2.0T 手动两驱精英型,武汉,"
                            新车指导价16.30万(含税)
                    ",0.64万公里
2016-06,https://www.guazi.com/wh/9d7b9e6c07215f88x.htm,¥19.00            ,沃尔沃V40 2016款 2.0T T4 智雅版(进口),武汉,"
                            新车指导价30.50万(含税)
                    ",3万公里
2015-07,https://www.guazi.com/wh/44fe0d7b12afd9f0x.htm,¥9.00            ,雪佛兰创酷 2014款 1.4T 自动两驱豪华型,武汉,"
                            新车指导价14.50万(含税)
                    ",6.2万公里
2012-06,https://www.guazi.com/wh/3887197fa25007fdx.htm,¥4.50            ,五菱宏光 2010款 1.4L 豪华型,武汉,"
                            新车指导价6.60万(含税)
                    ",1.87万公里
2016-09,https://www.guazi.com/wh/2ab6c1c350270d19x.htm,¥8.18            ,福特福克斯 2013款 两厢经典 1.8L 自动基本型,武汉,"
                            新车指导价11.90万(含税)
                    ",1.08万公里
2016-01,https://www.guazi.com/wh/b6e82af1f0ceab3ex.htm,¥5.70            ,江淮瑞风S3 2016款 1.5L 手动豪华智能型,武汉,"
                            新车指导价8.10万(含税)
                    ",1.4万公里
2010-09,https://www.guazi.com/wh/06bd122d72486da9x.htm,¥11.00            ,别克君越 2010款 2.4L豪华版,武汉,"
                            新车指导价29.60万(含税)
                    ",8.5万公里
2012-06,https://www.guazi.com/wh/f2d43223ba5151cdx.htm,¥4.80            ,标致308 2012款 1.6L 手动优尚型,武汉,"
                            新车指导价11.30万(含税)
                    ",9.76万公里
2012-12,https://www.guazi.com/wh/ba33c2e5637475ddx.htm,¥14.00            ,沃尔沃S60 2013款 2.0T T5 舒适版(进口),武汉,"
                            新车指导价35.00万(含税)
                    ",8.56万公里
2015-02,https://www.guazi.com/wh/4882a4c23f41112fx.htm,¥12.80            ,别克君威 2015款 1.6T 领先技术型,武汉,"
                            新车指导价20.60万(含税)
                    ",4.8万公里
2011-04,https://www.guazi.com/wh/c36b78e8bd97a40ex.htm,¥2.00            ,长安悦翔 2009款 三厢 1.5L 手动豪华型,武汉,"
                            新车指导价6.50万(含税)
                    ",4.44万公里
2013-04,https://www.guazi.com/wh/e2139f253cf28f86x.htm,¥6.60            ,大众朗逸 2013款 改款经典 1.6L 手动风尚版,武汉,"
                            新车指导价12.30万(含税)
                    ",10.18万公里
2017-03,https://www.guazi.com/wh/93ac0ab337597bf6x.htm,¥8.30            ,海马S5 2016款 1.5T CVT创享版,武汉,"
                            新车指导价10.80万(含税)
                    ",0.7万公里
2011-01,https://www.guazi.com/wh/1669372665a6872fx.htm,¥4.90            ,马自达3 2010款 1.6L 自动经典时尚型,武汉,"
                            新车指导价13.30万(含税)
                    ",8.8万公里
2013-01,https://www.guazi.com/wh/df0af9db361934f3x.htm,¥13.80            ,现代全新胜达 2013款 2.4L 自动两驱智能型,武汉,"
                            新车指导价27.10万(含税)
                    ",7.57万公里
2015-11,https://www.guazi.com/wh/99d9acd967162e35x.htm,¥9.50            ,东风风神AX7 2015款 2.0L 自动智逸型,武汉,"
                            新车指导价15.20万(含税)
                    ",2.8万公里
2016-09,https://www.guazi.com/wh/dcff884b6ce98f05x.htm,¥11.30            ,雪佛兰科鲁兹 2017款 1.5L 自动炫锋版,武汉,"
                            新车指导价14.90万(含税)
                    ",0.48万公里
2012-06,https://www.guazi.com/wh/27d7878c62a0a015x.htm,¥16.18            ,大众途观 2012款 2.0TSI 自动四驱旗舰版,武汉,"
                            新车指导价33.60万(含税)
                    ",6万公里
2009-05,https://www.guazi.com/wh/0c9e3fa57f6f835dx.htm,¥10.00            ,斯巴鲁森林人 2008款 2.0XS 豪华导航版,武汉,"
                            新车指导价29.30万(含税)
                    ",13.4万公里
2013-01,https://www.guazi.com/wh/6a05cd5f39742054x.htm,¥2.48            ,五菱荣光 2011款 1.2L基本型,武汉,"
                            新车指导价4.40万(含税)
                    ",6.45万公里
2016-06,https://www.guazi.com/wh/ca25462d79a0f824x.htm,¥6.50            ,江淮iEV 2015款 iEV5,武汉,"
                            新车指导价19.50万(含税)
                    ",1.45万公里
